,surface_reelle_bati,code_commune,type_local,valeur_fonciere
1059386,71.0,75105,Appartement,1090000.0
1041658,52.0,75117,Appartement,723700.0
976947,26.0,93048,Appartement,214000.0
953155,46.0,92073,Appartement,345000.0
1053971,48.0,75115,Appartement,455000.0
1062680,96.0,75116,Appartement,1050000.0
1000602,42.0,94044,Appartement,173800.0
1046534,28.0,75110,Appartement,277000.0
1029202,46.0,75118,Appartement,295000.0
979165,89.0,93031,Appartement,204900.0
1039071,49.0,75108,Appartement,565000.0
1051692,62.0,75113,Appartement,723100.0
1049468,101.0,75111,Appartement,1097000.0
1044050,40.0,75119,Appartement,596000.0
1056918,52.0,75111,Appartement,620000.0
1048240,30.0,75113,Appartement,355000.0
1049026,145.0,75111,Appartement,2850000.0
1060366,94.0,75116,Appartement,1740000.0
993495,100.0,94071,Maison,425000.0
1030923,29.0,75118,Appartement,460000.0
1033432,25.0,75118,Appartement,392000.0
1050864,44.0,75113,Appartement,370000.0
958072,123.0,92048,Maison,1052400.0
958194,86.0,92023,Maison,610000.0
990552,45.0,94080,Appartement,230000.0
995652,73.0,94028,Appartement,248000.0
1030917,45.0,75119,Appartement,300000.0
1041710,181.0,75117,Appartement,2080000.0
978975,65.0,93008,Maison,272000.0
945903,105.0,92051,Appartement,1120070.0
981314,41.0,93001,Maison,263620.0
984317,104.0,94068,Appartement,336510.0
985736,62.0,94019,Appartement,277000.0
1054062,25.0,75111,Appartement,250000.0
1000104,18.0,94076,Appartement,103298.0
998702,40.0,94028,Appartement,210000.0
1034664,47.0,75117,Appartement,466000.0
995129,90.0,94068,Appartement,618000.0
983409,60.0,93072,Maison,225000.0
1044506,29.0,75117,Appartement,310950.0
949064,76.0,92004,Appartement,210000.0
985319,65.0,94058,Appartement,363000.0
1062513,88.0,75116,Appartement,1990000.0
1030354,109.0,75101,Appartement,3505000.0
1050745,62.0,75115,Appartement,826700.0
968231,20.0,93029,Appartement,84000.0
1029138,29.0,75110,Appartement,230000.0
951403,114.0,92004,Appartement,876000.0
1035257,63.0,75117,Appartement,706000.0
978211,158.0,93046,Maison,410000.0
968347,62.0,93045,Appartement,365000.0
977610,69.0,93070,Appartement,507350.0
1031893,17.0,75119,Appartement,208000.0
1000028,30.0,94037,Appartement,188700.0
1033637,43.0,75117,Appartement,597845.0
968850,58.0,93010,Appartement,210000.0
978976,66.0,93006,Appartement,445000.0
995676,78.0,94078,Appartement,166000.0
991326,66.0,94034,Appartement,155000.0
985516,54.0,94017,Appartement,207500.0
1052407,59.0,75115,Appartement,480000.0
1033059,66.0,75119,Appartement,588000.0
956358,20.0,92062,Appartement,6400000.0
979530,71.0,93061,Appartement,430000.0
989278,59.0,94076,Appartement,289500.0
970454,30.0,93070,Appartement,223000.0
957871,50.0,92060,Appartement,320000.0
984975,75.0,94028,Appartement,337000.0
966385,25.0,92012,Appartement,269000.0
1031389,25.0,75110,Appartement,470000.0
954138,119.0,92063,Maison,1372700.0
1038597,33.0,75118,Appartement,425000.0
1057849,138.0,75107,Appartement,18850.0
1032174,230.0,75103,Appartement,2803730.0
954878,100.0,92051,Appartement,1160900.0
978728,75.0,93029,Appartement,535000.0
957903,81.0,92077,Appartement,609970.0
1036008,79.0,75120,Appartement,615000.0
1043647,28.0,75110,Appartement,290000.0
974175,85.0,93006,Appartement,297950.0
1034059,30.0,75109,Appartement,327600.0
1048835,25.0,75112,Appartement,294990.0
995369,130.0,94015,Maison,700000.0
1059938,26.0,75106,Appartement,300000.0
974997,70.0,93064,Appartement,274000.0
975341,44.0,93045,Appartement,303000.0
952375,80.0,92004,Maison,690750.0
949261,42.0,92044,Appartement,400000.0
972475,46.0,93050,Appartement,125000.0
1052226,57.0,75116,Appartement,725000.0
1058886,15.0,75106,Appartement,209000.0
1064773,17.0,75107,Appartement,465000.0
986655,48.0,94003,Appartement,264000.0
1047582,57.0,75116,Appartement,685102.0
1036340,89.0,75109,Appartement,768977.0
969195,62.0,93048,Maison,380000.0
1046822,51.0,75104,Appartement,355000.0
961043,78.0,92012,Appartement,255000.0
1035302,41.0,75118,Appartement,395000.0
957176,32.0,92012,Appartement,305300.0
978177,68.0,93072,Appartement,199000.0
1042644,17.0,75118,Appartement,512200.0
991384,98.0,94060,Maison,328000.0
1050175,64.0,75115,Appartement,690000.0
965714,74.0,92048,Appartement,360000.0
983365,66.0,93055,Appartement,464780.0
1048311,18.0,75111,Appartement,180000.0
972732,118.0,93007,Maison,392000.0
950034,66.0,92073,Appartement,340000.0
1046851,41.0,75119,Appartement,228417.0
957837,65.0,92033,Maison,650000.0
1038436,13.0,75120,Appartement,129800.0
997618,72.0,94059,Appartement,239000.0
991120,68.0,94004,Appartement,175300.0
1061027,61.0,75112,Appartement,875000.0
1046648,54.0,75104,Appartement,804505.0
962081,145.0,92002,Maison,927100.0
975429,55.0,93007,Maison,285000.0
1043673,50.0,75120,Appartement,480000.0
944836,43.0,92025,Appartement,185000.0
1063214,115.0,75116,Appartement,1419500.0
973495,62.0,93046,Appartement,86000.0
951285,60.0,92044,Appartement,470269.0
1049970,310.0,75116,Appartement,3738000.0
1037245,33.0,75117,Appartement,315800.0
1030060,124.0,75109,Appartement,1680000.0
1055292,68.0,75116,Appartement,650000.0
1036077,214.0,75117,Appartement,2050000.0
1062389,49.0,75116,Appartement,210000.0
972280,50.0,93013,Appartement,475000.0
949699,87.0,92062,Appartement,728005.0
983669,65.0,93059,Maison,300000.0
1036268,11.0,75120,Appartement,87000.0
1054673,57.0,75116,Appartement,538462.0
1034644,56.0,75120,Appartement,514220.0
969631,150.0,93073,Maison,408100.0
951822,44.0,92004,Appartement,333000.0
989194,58.0,94044,Appartement,218000.0
995092,65.0,94002,Maison,393000.0
954063,25.0,92004,Appartement,115000.0
1000482,13.0,94052,Appartement,108000.0
953015,84.0,92044,Appartement,1022850.0
958413,50.0,92012,Appartement,399700.0
960463,53.0,92048,Appartement,313435.0
1048824,23.0,75112,Appartement,230000.0
1040975,42.0,75101,Appartement,480000.0
962595,74.0,92019,Maison,387000.0
979902,65.0,93032,Maison,304000.0
1038838,67.0,75120,Appartement,612750.0
994965,32.0,94080,Appartement,275490.0
1060496,47.0,75115,Appartement,468000.0
981592,55.0,93063,Appartement,680000.0
1044846,25.0,75110,Appartement,20000.0
969586,45.0,93027,Maison,185000.0
1044346,59.0,75110,Appartement,505000.0
951223,86.0,92024,Maison,630000.0
1048446,14.0,75115,Appartement,160000.0
989859,57.0,94079,Maison,368000.0
958216,90.0,92014,Appartement,445000.0
973298,95.0,93010,Maison,310000.0
957164,12.0,92012,Appartement,78000.0
1047301,23.0,75111,Appartement,184170.0
1035964,16.0,75120,Appartement,142000.0
982284,90.0,93064,Appartement,280000.0
1056700,59.0,75113,Appartement,575540.0
1058222,60.0,75113,Appartement,335000.0
994857,130.0,94079,Maison,132000.0
962649,27.0,92014,Appartement,197000.0
1065273,15.0,75112,Appartement,100000.0
947623,49.0,92024,Appartement,386545.0
1000016,37.0,94022,Appartement,170000.0
989991,55.0,94075,Appartement,180000.0
954935,22.0,92073,Appartement,225000.0
1041799,50.0,75110,Appartement,528420.0
976746,52.0,93049,Appartement,210000.0
979412,46.0,93057,Appartement,160000.0
1046880,28.0,75110,Appartement,315000.0
985110,67.0,94073,Appartement,230000.0
995170,103.0,94081,Appartement,575000.0
1034875,87.0,75118,Appartement,790000.0
998344,260.0,94033,Maison,2230000.0
992183,89.0,94070,Appartement,155000.0
959382,58.0,92007,Appartement,294000.0
1060028,70.0,75113,Appartement,520000.0
1043775,53.0,75120,Appartement,425000.0
1047142,35.0,75116,Appartement,380000.0
1055609,76.0,75115,Appartement,747000.0
956691,60.0,92040,Appartement,519000.0
1045852,30.0,75119,Appartement,168000.0
1065170,98.0,75114,Appartement,981000.0
946878,67.0,92026,Appartement,453570.0
1063685,20.0,75113,Appartement,210000.0
1048182,79.0,75116,Appartement,1100000.0
991268,87.0,94068,Appartement,665000.0
995557,69.0,94015,Maison,419000.0
1062453,102.0,75112,Appartement,360000.0
971700,51.0,93001,Appartement,5400000.0
951620,129.0,92026,Appartement,850000.0
1058533,58.0,75113,Appartement,395000.0
977844,124.0,93032,Maison,200000.0
1049841,79.0,75116,Appartement,675000.0
1049480,75.0,75105,Appartement,1200000.0
956095,117.0,92025,Maison,1031860.0
958043,21.0,92014,Appartement,160000.0
1055004,31.0,75112,Appartement,300000.0
967359,90.0,93005,Maison,260000.0
1033755,30.0,75110,Appartement,289000.0
974274,110.0,93010,Maison,337000.0
960084,189.0,92033,Maison,2365100.0
981589,40.0,93077,Maison,290000.0
982221,68.0,93032,Appartement,179000.0
1065231,17.0,75111,Appartement,203000.0
965350,30.0,92075,Appartement,260500.0
956661,95.0,92012,Appartement,1174000.0
966964,41.0,92019,Appartement,231000.0
987311,69.0,94017,Appartement,262000.0
992775,20.0,94016,Appartement,108560.0
1031085,17.0,75103,Appartement,200000.0
1061741,76.0,75115,Appartement,926390.0
945010,81.0,92078,Appartement,305000.0
987145,72.0,94033,Appartement,349000.0
1054738,179.0,75115,Appartement,3758400.0
979764,80.0,93048,Appartement,687000.0
950204,53.0,92050,Appartement,382000.0
1052634,83.0,75116,Appartement,965000.0
1001143,43.0,94028,Appartement,160000.0
993691,65.0,94073,Appartement,190000.0
1047893,70.0,75116,Appartement,800000.0
969402,67.0,93007,Maison,340000.0
984775,42.0,94052,Appartement,278250.0
1000122,89.0,94017,Appartement,325000.0
1033420,93.0,75118,Appartement,1140000.0
988284,66.0,94069,Appartement,630000.0
947828,46.0,92044,Appartement,470000.0
1033473,12.0,75110,Appartement,80000.0
970056,63.0,93008,Appartement,225000.0
989416,92.0,94004,Appartement,240000.0
971445,46.0,93048,Appartement,404281.0
1043202,56.0,75120,Appartement,637400.0
957550,33.0,92012,Appartement,298500.0
1036645,150.0,75117,Appartement,857600.0
993544,69.0,94077,Appartement,249000.0
989887,37.0,94028,Appartement,162500.0
1033211,80.0,75117,Appartement,1021100.0
991331,76.0,94079,Appartement,164200.0
982138,72.0,93046,Maison,387000.0
963689,41.0,92012,Appartement,737530.0
962386,50.0,92012,Appartement,400000.0
967746,24.0,93077,Appartement,123660.0
987478,23.0,94041,Appartement,168000.0
1046152,40.0,75118,Appartement,830000.0
995502,38.0,94038,Maison,399000.0
1036999,41.0,75118,Appartement,475000.0
971153,62.0,93066,Appartement,295000.0
952107,24.0,92025,Appartement,1380000.0
961857,300.0,92071,Maison,750000.0
976310,53.0,93029,Maison,200000.0
977332,96.0,93070,Appartement,780000.0
971704,72.0,93027,Appartement,160000.0
992846,43.0,94046,Appartement,277000.0
987137,85.0,94016,Appartement,300000.0
1033843,101.0,75103,Appartement,2100000.0
972667,48.0,93006,Appartement,268000.0
999910,97.0,94019,Maison,301000.0
960638,51.0,92012,Appartement,480000.0
963143,67.0,92019,Maison,445480.0
1057100,49.0,75115,Appartement,486000.0
957985,34.0,92040,Appartement,299500.0
994526,116.0,94080,Appartement,825000.0
1038287,55.0,75110,Appartement,750000.0
980047,35.0,93077,Appartement,130000.0
978577,81.0,93064,Appartement,350000.0
1029889,79.0,75119,Appartement,555000.0
1000062,59.0,94073,Appartement,365000.0
980760,57.0,93031,Appartement,160000.0
993270,60.0,94080,Appartement,467000.0
1044316,105.0,75117,Appartement,1536800.0
950423,46.0,92063,Appartement,260000.0
993964,77.0,94028,Appartement,354270.0
982998,43.0,93055,Appartement,279500.0
952281,60.0,92062,Appartement,511000.0
986372,105.0,94068,Appartement,365000.0
1034034,93.0,75120,Appartement,755170.0
948342,89.0,92051,Appartement,750000.0
1031016,33.0,75110,Appartement,285000.0
1041991,41.0,75120,Appartement,380000.0
960904,90.0,92046,Maison,767450.0
1054483,22.0,75114,Appartement,252500.0
971890,62.0,93064,Appartement,240000.0
1042518,44.0,75120,Appartement,439295.0
1036899,56.0,75120,Appartement,580115.0
947268,63.0,92026,Appartement,366000.0
1061896,76.0,75113,Appartement,875000.0
945971,36.0,92050,Appartement,235000.0
1058818,79.0,75114,Appartement,889500.0
990896,97.0,94016,Maison,728000.0
1063905,28.0,75112,Appartement,200000.0
970614,82.0,93046,Maison,340000.0
1060724,40.0,75112,Appartement,845000.0
978435,50.0,93066,Appartement,251600.0
992211,71.0,94080,Appartement,628000.0
960823,87.0,92072,Appartement,578000.0
1052828,49.0,75115,Appartement,422350.0
947836,37.0,92026,Appartement,257850.0
977843,40.0,93027,Appartement,126000.0
988323,69.0,94076,Appartement,410000.0
962742,189.0,92076,Maison,1625000.0
1038109,21.0,75118,Appartement,233000.0
947113,48.0,92044,Appartement,450000.0
1063522,38.0,75113,Appartement,362000.0
972032,63.0,93001,Appartement,217000.0
973270,101.0,93008,Appartement,334000.0
962821,30.0,92032,Appartement,210000.0
1038681,33.0,75110,Appartement,330000.0
987911,20.0,94022,Appartement,55000.0
1051026,30.0,75111,Appartement,310000.0
970252,90.0,93051,Maison,440000.0
952737,45.0,92025,Appartement,290000.0
1030010,28.0,75118,Appartement,250000.0
1048715,22.0,75115,Appartement,225000.0
1045727,27.0,75120,Appartement,352500.0
950571,38.0,92025,Appartement,247000.0
1040071,21.0,75117,Appartement,230000.0
1053588,85.0,75116,Appartement,945000.0
1064658,131.0,75113,Appartement,800000.0
945608,65.0,92004,Appartement,376000.0
961188,64.0,92014,Appartement,400000.0
1057669,31.0,75111,Appartement,300000.0
988101,76.0,94044,Maison,430000.0
970582,32.0,93061,Appartement,157400.0
1046925,11.0,75111,Appartement,90000.0
978162,43.0,93072,Appartement,135000.0
987262,130.0,94046,Appartement,648650.0
1045889,15.0,75118,Appartement,155000.0
945540,45.0,92024,Appartement,387150.0
1034211,18.0,75104,Appartement,270000.0
1032831,31.0,75110,Appartement,20000.0
1037489,34.0,75118,Appartement,314330.0
995654,42.0,94016,Appartement,225000.0
1037124,100.0,75109,Appartement,1200000.0
1062333,40.0,75113,Appartement,330000.0
961741,41.0,92012,Appartement,380500.0
947279,88.0,92024,Appartement,567700.0
963442,101.0,92002,Maison,690000.0
955365,54.0,92050,Maison,368000.0
978940,81.0,93051,Appartement,205000.0
951251,66.0,92073,Appartement,1157800.0
1063129,130.0,75115,Appartement,1947300.0
969173,67.0,93050,Appartement,219900.0
1046823,16.0,75109,Appartement,700000.0
970069,95.0,93007,Maison,320000.0
998048,46.0,94080,Appartement,270000.0
966223,83.0,92040,Appartement,721000.0
1032272,66.0,75118,Appartement,1239200.0
967674,49.0,93001,Appartement,180000.0
1035587,75.0,75117,Appartement,1020000.0
991284,50.0,94080,Appartement,390000.0
1049765,24.0,75111,Appartement,270150.0
1046666,60.0,75110,Appartement,446200.0
1034029,168.0,75108,Appartement,3223550.0
1029806,28.0,75110,Appartement,336740.0
947930,40.0,92025,Appartement,236000.0
1031988,28.0,75120,Appartement,237000.0
961505,51.0,92075,Appartement,327400.0
969012,79.0,93013,Appartement,262500.0
1056710,60.0,75115,Appartement,585000.0
947696,35.0,92051,Appartement,1900000.0
947265,54.0,92035,Appartement,176000.0
1041979,55.0,75110,Appartement,580625.0
962294,95.0,92012,Appartement,954055.0
1058039,114.0,75116,Appartement,1378930.0
1042495,76.0,75104,Appartement,1451100.0
969731,59.0,93032,Appartement,155000.0
1056834,24.0,75114,Appartement,292000.0
989531,86.0,94079,Maison,409000.0
987224,62.0,94081,Appartement,196000.0
1053125,50.0,75111,Appartement,566450.0
951588,100.0,92025,Maison,558600.0
991685,80.0,94073,Appartement,332000.0
1064695,41.0,75116,Appartement,60000.0
1044895,41.0,75118,Appartement,470000.0
1059634,24.0,75112,Appartement,270000.0
1029380,95.0,75104,Appartement,1335000.0
1063274,29.0,75114,Appartement,280000.0
998260,59.0,94044,Maison,399000.0
1063754,24.0,75115,Appartement,228000.0
982648,60.0,93059,Appartement,120000.0
1042142,106.0,75101,Appartement,1815000.0
1029512,62.0,75119,Appartement,610000.0
964841,52.0,92032,Appartement,216000.0
981288,39.0,93048,Appartement,245000.0
1043284,9.0,75118,Appartement,80500.0
1033180,37.0,75108,Appartement,390000.0
950904,56.0,92004,Appartement,387000.0
952958,33.0,92051,Appartement,335000.0
944926,60.0,92051,Appartement,830000.0
967816,64.0,93064,Appartement,235000.0
1031340,69.0,75104,Appartement,956900.0
952413,74.0,92035,Appartement,554900.0
1035510,59.0,75103,Appartement,465000.0
999508,18.0,94041,Appartement,97400.0
1030809,40.0,75119,Appartement,300000.0
990374,147.0,94017,Maison,748000.0
947772,28.0,92073,Appartement,210880.0
979571,60.0,93047,Maison,489000.0
1044537,49.0,75120,Appartement,470000.0
969925,58.0,93045,Appartement,345000.0
1052562,19.0,75115,Appartement,280000.0
999976,43.0,94080,Appartement,345000.0
996118,72.0,94033,Appartement,163600.0
1062936,59.0,75115,Appartement,226666.66
973197,87.0,93051,Appartement,308000.0
1058638,56.0,75116,Appartement,495000.0
997282,80.0,94055,Maison,406500.0
980348,135.0,93071,Maison,337900.0
968638,29.0,93072,Appartement,103000.0
1050700,39.0,75112,Appartement,420000.0
1054630,54.0,75114,Appartement,495000.0
989958,94.0,94038,Appartement,370000.0
972248,52.0,93007,Appartement,130000.0
954443,110.0,92025,Maison,837400.0
993310,61.0,94076,Appartement,305300.0
995243,22.0,94018,Appartement,141130.0
976903,67.0,93070,Appartement,483052.0
1060258,45.0,75106,Appartement,630000.0
1049572,28.0,75105,Appartement,340000.0
1034159,106.0,75120,Appartement,837600.0
987586,70.0,94052,Appartement,472000.0
1035128,34.0,75120,Appartement,345000.0
1036759,12.0,75110,Appartement,86000.0
984423,28.0,94080,Appartement,173600.0
966265,75.0,92064,Appartement,575180.0
948260,99.0,92050,Maison,780000.0
994784,88.0,94052,Appartement,480000.0
1057242,28.0,75111,Appartement,293900.0
1056071,78.0,75115,Appartement,731500.0
1032132,100.0,75119,Maison,1542150.0
1040839,27.0,75119,Appartement,255000.0
1057913,24.0,75113,Appartement,227000.0
955947,37.0,92035,Appartement,341450.0
1042689,89.0,75117,Appartement,1608800.0
986081,56.0,94033,Appartement,255000.0
1053343,16.0,75114,Appartement,198710.0
998979,100.0,94075,Maison,445000.0
999525,77.0,94068,Appartement,782000.0
998288,36.0,94034,Appartement,179520.0
1043110,17.0,75101,Appartement,284000.0
1043279,18.0,75119,Appartement,183000.0
947229,60.0,92044,Appartement,410000.0
969778,62.0,93051,Appartement,121350.0
988135,52.0,94043,Appartement,3200000.0
960116,41.0,92012,Appartement,354400.0
988032,42.0,94019,Appartement,245000.0
1043731,52.0,75119,Appartement,501800.0
967559,22.0,93029,Appartement,271000.0
983625,54.0,93048,Appartement,214301.81
969385,45.0,93070,Appartement,229000.0
1037485,28.0,75102,Appartement,385000.0
958761,219.0,92040,Maison,1500000.0
1061769,36.0,75113,Appartement,265000.0
1001272,25.0,94054,Appartement,90000.0
1053918,12.0,75116,Appartement,110000.0
973647,40.0,93008,Appartement,155000.0
962728,31.0,92002,Appartement,165000.0
966710,52.0,92064,Appartement,429624.0
990055,67.0,94001,Appartement,189355.0
948595,74.0,92044,Appartement,670200.0
990608,28.0,94047,Appartement,125000.0
1053862,26.0,75111,Appartement,305000.0
1060339,34.0,75115,Appartement,325400.0
958130,66.0,92007,Appartement,431000.0
